acousticness,bb_index,billboard_artist,billboard_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.634,213.0,hozier,take me to church,0.566,241693.0,0.664,1CS7Sd1u5tWkstBhpssyjP,0.0,4.0,0.116,-5.303,0.0,74.0,2014-09-19,0.0464,Hozier (Expanded Edition),Hozier,Take Me to Church,128.945,4.0,audio_features,spotify:track:1CS7Sd1u5tWkstBhpssyjP,0.437
0.0871,214.0,taylor swift,bad blood,0.652,211933.0,0.802,273dCMFseLcVsoSWx59IoE,6.45e-06,7.0,0.148,-6.114,1.0,63.0,2014-10-27,0.181,1989,Taylor Swift,Bad Blood,170.157,4.0,audio_features,spotify:track:273dCMFseLcVsoSWx59IoE,0.295
0.00346,215.0,major lazer,lean on,0.723,176561.0,0.809,5wldXGLEOoRXxMWJ8rIUWE,0.00123,7.0,0.565,-3.081,0.0,71.0,2015-06-01,0.0625,Peace Is The Mission,Major Lazer,Lean On,98.007,4.0,audio_features,spotify:track:5wldXGLEOoRXxMWJ8rIUWE,0.274
0.00906,216.0,jason derulo,want to want me,0.775,207719.0,0.68,7oGZAicScQt96OAW4AruYy,0.0,0.0,0.109,-5.508,0.0,75.0,2015-05-29,0.0629,Everything Is 4,Jason Derulo,Want to Want Me,114.025,4.0,audio_features,spotify:track:7oGZAicScQt96OAW4AruYy,0.656
0.0561,217.0,taylor swift,shake it off,0.648,219200.0,0.785,5xTtaWoae3wi06K5WfVUUH,0.0,7.0,0.148,-5.414,1.0,67.0,2014-10-27,0.165,1989,Taylor Swift,Shake It Off,160.02,4.0,audio_features,spotify:track:5xTtaWoae3wi06K5WfVUUH,0.943
0.041,218.0,skrillex,where are ü now,0.432,250286.0,0.781,66hayvUbTotekKU3H4ta1f,4.21e-06,4.0,0.0789,-4.038,0.0,74.0,2015-02-24,0.0567,Skrillex and Diplo present Jack Ü,Jack Ü,Where Are Ü Now (with Justin Bieber),139.432,4.0,audio_features,spotify:track:66hayvUbTotekKU3H4ta1f,0.197
0.0549,219.0,rachel platten,fight song,0.564,204013.0,0.714,37f4ITSlgPX81ad2EvmVQr,0.0,7.0,0.155,-4.987,1.0,78.0,2016-01-01,0.129,Wildfire,Rachel Platten,Fight Song,175.924,4.0,audio_features,spotify:track:37f4ITSlgPX81ad2EvmVQr,0.33
0.00256,220.0,fetty wap,679,0.618,196693.0,0.717,5NQbUaeTEOGdD6hHcre0dZ,0.0,7.0,0.625,-5.738,1.0,74.0,2015-06-29,0.318,679 (feat. Remy Boyz),Fetty Wap,679 (feat. Remy Boyz),190.05,4.0,audio_features,spotify:track:5NQbUaeTEOGdD6hHcre0dZ,0.603
0.0506,221.0,meghan trainor,lips are movin,0.775,182667.0,0.825,6gj08XDlv9Duc2fPOxUmVD,1.03e-06,7.0,0.111,-5.402,1.0,66.0,2015-01-09,0.0464,Title (Deluxe),Meghan Trainor,Lips Are Movin,139.091,4.0,audio_features,spotify:track:6gj08XDlv9Duc2fPOxUmVD,0.95
0.063,222.0,fifth harmony,worth it,0.884,224573.0,0.765,41Fflg7qHiVOD6dEPvsCzO,7.04e-06,8.0,0.118,-3.865,1.0,74.0,2015-01-30,0.0882,Reflection (Deluxe),Fifth Harmony,Worth It,99.987,4.0,audio_features,spotify:track:41Fflg7qHiVOD6dEPvsCzO,0.594
0.0697,223.0,omarion,post to be,0.733,226581.0,0.676,0fgZUSa7D7aVvv3GfO0A1n,0.0,10.0,0.208,-5.655,0.0,69.0,2014-12-02,0.0432,Sex Playlist,Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),97.448,4.0,audio_features,spotify:track:0fgZUSa7D7aVvv3GfO0A1n,0.701
0.0324,224.0,andy grammer,"honey, i'm good.",0.752,199263.0,0.775,4MflGTO2ZTcSQ12bWcyRgI,0.0,9.0,0.351,-7.289,1.0,69.0,2014-08-05,0.0546,Magazines Or Novels,Andy Grammer,"Honey, I'm Good.",122.014,4.0,audio_features,spotify:track:4MflGTO2ZTcSQ12bWcyRgI,0.595
0.529,225.0,sam smith,i'm not the only one,0.677,239317.0,0.485,7795WJLVKJoAyVoOtCWqXN,2.04e-05,5.0,0.0766,-5.795,1.0,82.0,2014-01-01,0.0361,In The Lonely Hour,Sam Smith,I'm Not The Only One,82.001,4.0,audio_features,spotify:track:7795WJLVKJoAyVoOtCWqXN,0.493
0.181,226.0,selena gomez,good for you,0.607,221280.0,0.673,578Eooad7oUyn4stovZiPg,0.0,5.0,0.069,-6.484,0.0,64.0,2015-10-09,0.0611,Revival (Deluxe),Selena Gomez,Good For You,88.952,4.0,audio_features,spotify:track:578Eooad7oUyn4stovZiPg,0.215
0.0573,227.0,meghan trainor,all about that bass,0.807,187920.0,0.887,5jE48hhRu8E6zBDPRSkEq7,2.87e-06,9.0,0.124,-3.726,1.0,67.0,2015-01-09,0.0503,Title (Deluxe),Meghan Trainor,All About That Bass,134.052,4.0,audio_features,spotify:track:5jE48hhRu8E6zBDPRSkEq7,0.961
0.00256,228.0,taylor swift,style,0.598,231000.0,0.786,4lIxdJw6W3Fg4vUIYCB0S5,0.00143,2.0,0.117,-5.572,1.0,62.0,2014-10-27,0.0382,1989,Taylor Swift,Style,95.021,4.0,audio_features,spotify:track:4lIxdJw6W3Fg4vUIYCB0S5,0.456
0.00302,229.0,drake,hotline bling,0.903,267067.0,0.621,0wwPcA6wtMf6HUMpIRdeP7,0.000186,2.0,0.0504,-8.132,1.0,75.0,2016-05-06,0.0578,Views,Drake,Hotline Bling,134.969,4.0,audio_features,spotify:track:0wwPcA6wtMf6HUMpIRdeP7,0.553
0.24,230.0,david guetta,hey mama,0.596,192560.0,0.73,5b2bu6yyATC1zMXDGScJ2d,0.0,9.0,0.325,-4.091,1.0,60.0,2014-11-24,0.151,Listen (Deluxe),David Guetta,"Hey Mama (feat. Nicki Minaj, Bebe Rexha & Afrojack)",85.979,4.0,audio_features,spotify:track:5b2bu6yyATC1zMXDGScJ2d,0.525
0.61,232.0,justin bieber,what do you mean?,0.837,205680.0,0.571,4B0JvthVoAAuygILe3n4Bs,0.000898,5.0,0.0849,-8.273,0.0,77.0,2015-11-13,0.0922,Purpose (Deluxe),Justin Bieber,What Do You Mean?,125.034,4.0,audio_features,spotify:track:4B0JvthVoAAuygILe3n4Bs,0.801
0.607,233.0,ed sheeran,photograph,0.614,258987.0,0.379,1HNkqx9Ahdgi1Ixy2xkKkL,0.000464,4.0,0.0986,-10.48,1.0,84.0,2014-06-21,0.0476,x (Deluxe Edition),Ed Sheeran,Photograph,107.989,4.0,audio_features,spotify:track:1HNkqx9Ahdgi1Ixy2xkKkL,0.201
0.336,234.0,adele,hello,0.481,295493.0,0.451,4sPmO7WMQUAf45kwMOtONw,0.0,5.0,0.0872,-6.095,0.0,70.0,2016-06-24,0.0347,25,Adele,Hello,157.966,4.0,audio_features,spotify:track:4sPmO7WMQUAf45kwMOtONw,0.289
0.0152,235.0,shawn mendes,stitches,0.746,206880.0,0.754,5jsw9uXEGuKyJzs0boZ1bT,0.0,1.0,0.0486,-6.681,1.0,74.0,2015-04-14,0.067,Handwritten,Shawn Mendes,Stitches,149.882,4.0,audio_features,spotify:track:5jsw9uXEGuKyJzs0boZ1bT,0.764
0.0966,236.0,tove lo,talking body,0.736,238427.0,0.761,2tpfxAXiI52znho4WE3XFA,0.0,4.0,0.0823,-5.449,0.0,65.0,2014-09-24,0.0338,Queen Of The Clouds,Tove Lo,Talking Body,119.999,4.0,audio_features,spotify:track:2tpfxAXiI52znho4WE3XFA,0.114
0.0132,237.0,nick jonas,jealous,0.684,222187.0,0.71,5NQJnRpJHRaupdegphntQT,0.0,11.0,0.444,-3.614,0.0,71.0,2015-11-20,0.0779,Nick Jonas X2,Nick Jonas,Jealous - Remix,93.007,4.0,audio_features,spotify:track:5NQJnRpJHRaupdegphntQT,0.451
0.0921,238.0,pitbull,time of our lives,0.72,229360.0,0.802,2bJvI42r8EF3wxjOuDav4r,0.0,1.0,0.694,-5.797,1.0,76.0,2014-11-21,0.0582,Globalization,Pitbull,Time of Our Lives,124.043,4.0,audio_features,spotify:track:2bJvI42r8EF3wxjOuDav4r,0.723
0.328,239.0,r. city,locked away,0.508,227280.0,0.677,0sQLhT32E9ZG2zn5iYR6nN,0.0,1.0,0.0491,-5.696,1.0,66.0,2015-06-29,0.0656,Locked Away,R. City,Locked Away,121.928,5.0,audio_features,spotify:track:0sQLhT32E9ZG2zn5iYR6nN,0.575
0.000792,240.0,natalie la rose,somebody,0.83,189907.0,0.52,7ioiB40H9xKs04QtIso2I3,1.25e-05,0.0,0.0656,-8.714,1.0,65.0,2014-01-06,0.0376,Somebody,Natalie La Rose,Somebody,104.99,4.0,audio_features,spotify:track:7ioiB40H9xKs04QtIso2I3,0.735
0.878,241.0,rihanna,fourfiveseconds,0.576,188238.0,0.267,78TTtXnFQPzwqlbtbwqN0y,0.0,2.0,0.119,-5.668,1.0,78.0,2015-01-24,0.044,FourFiveSeconds,Rihanna,FourFiveSeconds,205.888,4.0,audio_features,spotify:track:78TTtXnFQPzwqlbtbwqN0y,0.326
0.004,242.0,fall out boy,centuries,0.385,228360.0,0.866,04aAxqtGp5pv12UXAg4pkq,0.0,4.0,0.111,-2.817,0.0,78.0,2015-01-20,0.0697,American Beauty/American Psycho,Fall Out Boy,Centuries,176.014,4.0,audio_features,spotify:track:04aAxqtGp5pv12UXAg4pkq,0.551
0.00419,243.0,fetty wap,my way,0.748,213053.0,0.741,1WoOzgvz6CgH4pX6a1RKGp,0.0,6.0,0.147,-3.103,1.0,66.0,2015-09-25,0.0531,Fetty Wap (Deluxe),Fetty Wap,My Way (feat. Monty),128.077,4.0,audio_features,spotify:track:1WoOzgvz6CgH4pX6a1RKGp,0.537
0.101,244.0,sam hunt,take your time,0.558,243707.0,0.719,6DEaND0SHv3sC11xobZLiy,0.0,11.0,0.212,-5.603,1.0,68.0,2014-10-27,0.0419,Montevallo,Sam Hunt,Take Your Time,158.031,4.0,audio_features,spotify:track:6DEaND0SHv3sC11xobZLiy,0.483
0.000185,245.0,maroon 5,animals,0.279,231013.0,0.742,2bL2gyO6kBdLkNSkxXNh6x,0.0,4.0,0.593,-6.46,0.0,72.0,2015-05-15,0.0898,V,Maroon 5,Animals,189.868,4.0,audio_features,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,0.328
0.0372,246.0,big sean,i don't fuck with you,0.822,284387.0,0.734,7FYH5AW3bVfZHJIQpq3UOA,0.0,1.0,0.325,-5.48,1.0,74.0,2015-02-24,0.0738,Dark Sky Paradise,Big Sean,I Don't Fuck With You,97.998,4.0,audio_features,spotify:track:7FYH5AW3bVfZHJIQpq3UOA,0.425
0.0538,247.0,rihanna,bitch better have my money,0.778,219306.0,0.741,0NTMtAO2BV4tnGvw9EgBVq,2.04e-06,10.0,0.29,-4.97,0.0,75.0,2015-03-26,0.0484,Bitch Better Have My Money,Rihanna,Bitch Better Have My Money,102.95,4.0,audio_features,spotify:track:0NTMtAO2BV4tnGvw9EgBVq,0.364
0.038,248.0,rich homie quan,"flex (ooh, ooh, ooh)",0.728,176675.0,0.62,2LLFl56eIFGFlnrplUC26f,0.0,2.0,0.342,-7.533,1.0,61.0,2015-06-02,0.0434,Summer Sampler,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",81.998,4.0,audio_features,spotify:track:2LLFl56eIFGFlnrplUC26f,0.885
0.0577,249.0,t-wayne,nasty freestyle,0.779,142212.0,0.472,0PT7nlpo11hYYyfnBgtilT,0.0,11.0,0.114,-7.116,1.0,63.0,2015-05-04,0.218,Nasty Freestyle,T-Wayne,Nasty Freestyle,135.051,4.0,audio_features,spotify:track:0PT7nlpo11hYYyfnBgtilT,0.412
0.405,250.0,nicki minaj,only,0.573,312027.0,0.495,4MRT0dDbhqFKl67WzhUbSw,0.0,8.0,0.0969,-7.245,0.0,67.0,2014-12-15,0.592,The Pinkprint (Deluxe),Nicki Minaj,Only,179.196,3.0,audio_features,spotify:track:4MRT0dDbhqFKl67WzhUbSw,0.255
0.0117,251.0,sia furler,elastic heart,0.421,257200.0,0.791,5S9lfZu1YF8xKkgSsqL2Bd,1.48e-05,9.0,0.146,-4.998,1.0,66.0,2015-05-01,0.0496,1000 Forms Of Fear (Deluxe Version),Sia,Elastic Heart,130.075,4.0,audio_features,spotify:track:5S9lfZu1YF8xKkgSsqL2Bd,0.499
0.00506,252.0,demi lovato,cool for the summer,0.584,214740.0,0.614,2zFF6jG5hQArbzcXz3KUWk,9.7e-05,5.0,0.0802,-5.587,0.0,70.0,2015-01-01,0.0363,Confident (Deluxe Edition),Demi Lovato,Cool for the Summer,114.075,4.0,audio_features,spotify:track:2zFF6jG5hQArbzcXz3KUWk,0.28
0.0144,253.0,x ambassadors,renegades,0.526,195200.0,0.862,0fYVliAYKHuPmECRs1pbRf,0.0597,2.0,0.229,-6.003,1.0,73.0,2015-06-30,0.0905,VHS,X Ambassadors,Renegades,90.052,4.0,audio_features,spotify:track:0fYVliAYKHuPmECRs1pbRf,0.528
0.205,254.0,usher,i don't mind,0.87,251989.0,0.464,7aXuop4Qambx5Oi3ynsKQr,0.0,4.0,0.0902,-8.337,1.0,69.0,2014-11-21,0.178,I Don't Mind (feat. Juicy J),Usher,I Don't Mind (feat. Juicy J),112.974,4.0,audio_features,spotify:track:7aXuop4Qambx5Oi3ynsKQr,0.457
0.00937,255.0,ariana grande,love me harder,0.472,236133.0,0.714,5J4ZkQpzMUFojo1CtAZYpn,0.0,1.0,0.0764,-4.389,0.0,75.0,2014-08-25,0.0334,My Everything (Deluxe),Ariana Grande,Love Me Harder,98.992,4.0,audio_features,spotify:track:5J4ZkQpzMUFojo1CtAZYpn,0.24
0.0709,256.0,taylor swift,wildest dreams,0.553,220440.0,0.664,59HjlYCeBsxdI0fcm3zglw,0.0056,8.0,0.106,-7.417,1.0,64.0,2014-10-27,0.0741,1989,Taylor Swift,Wildest Dreams,140.06,4.0,audio_features,spotify:track:59HjlYCeBsxdI0fcm3zglw,0.467
0.588,257.0,sam smith,stay with me,0.418,172724.0,0.42,5Nm9ERjJZ5oyfXZTECKmRt,6.39e-05,0.0,0.11,-6.444,1.0,82.0,2014-01-01,0.0414,In The Lonely Hour,Sam Smith,Stay With Me,84.094,4.0,audio_features,spotify:track:5Nm9ERjJZ5oyfXZTECKmRt,0.184
0.0113,258.0,dj snake,you know you like it,0.426,247267.0,0.722,57kR5SniQIbsbVoIjjOUDa,1.27e-06,5.0,0.262,-5.369,0.0,70.0,2014-10-14,0.196,You Know You Like It,DJ Snake,You Know You Like It,196.133,4.0,audio_features,spotify:track:57kR5SniQIbsbVoIjjOUDa,0.25
0.119,259.0,fall out boy,uma thurman,0.623,211573.0,0.956,5PUawWFG1oIS2NwEcyHaCr,0.000227,4.0,0.617,-2.608,0.0,69.0,2015-01-20,0.0753,American Beauty/American Psycho,Fall Out Boy,Uma Thurman,149.958,4.0,audio_features,spotify:track:5PUawWFG1oIS2NwEcyHaCr,0.739
0.0128,260.0,beyoncé,7/11,0.747,213507.0,0.705,02M6vucOvmRfMxTXDUwRXu,0.0,9.0,0.126,-5.137,0.0,73.0,2014-11-24,0.126,BEYONCÉ [Platinum Edition],Beyoncé,7/11,136.024,4.0,audio_features,spotify:track:02M6vucOvmRfMxTXDUwRXu,0.56
0.053,261.0,selena gomez,the heart wants what it wants,0.616,227360.0,0.789,2dRvMEW4EwySxRUtEamSfG,0.0,7.0,0.142,-4.874,0.0,71.0,2014-11-24,0.0377,For You,Selena Gomez,The Heart Wants What It Wants,83.066,4.0,audio_features,spotify:track:2dRvMEW4EwySxRUtEamSfG,0.621
0.842,262.0,little big town,girl crush,0.5,193320.0,0.225,11qh54D0PKkBwelpDxxiEU,0.0,0.0,0.112,-10.22,1.0,66.0,2014-10-21,0.0302,Pain Killer,Little Big Town,Girl Crush,173.788,3.0,audio_features,spotify:track:11qh54D0PKkBwelpDxxiEU,0.355
0.679,263.0,trey songz,slow motion,0.733,197854.0,0.408,4NYwy0R3NdvORX2B6OZXBT,3.92e-05,7.0,0.11,-7.834,0.0,71.0,2015-06-23,0.0388,Trigga Reloaded,Trey Songz,Slow Motion,94.947,4.0,audio_features,spotify:track:4NYwy0R3NdvORX2B6OZXBT,0.291
0.109,264.0,one direction,drag me down,0.73,192120.0,0.703,2K87XMYnUMqLcX3zvtAF4G,0.0,0.0,0.0657,-5.672,0.0,74.0,2015-11-13,0.0369,Made In The A.M. (Deluxe Edition),One Direction,Drag Me Down,138.113,4.0,audio_features,spotify:track:2K87XMYnUMqLcX3zvtAF4G,0.595
0.0525,265.0,nicki minaj,truffle butter,0.896,219227.0,0.672,3keUgTGEoZJt0QkzTB6kHg,3.14e-05,10.0,0.12,-6.875,0.0,64.0,2015-01-23,0.0479,Truffle Butter,Nicki Minaj,Truffle Butter,105.098,4.0,audio_features,spotify:track:3keUgTGEoZJt0QkzTB6kHg,0.523
0.093,266.0,ariana grande,one last time,0.628,197267.0,0.593,7xoUc6faLbCqZO6fQEYprd,1.65e-06,8.0,0.096,-5.036,1.0,80.0,2014-08-25,0.0323,My Everything (Deluxe),Ariana Grande,One Last Time,125.026,4.0,audio_features,spotify:track:7xoUc6faLbCqZO6fQEYprd,0.104
0.0151,267.0,nick jonas,chains,0.589,203107.0,0.611,5Eg4TsPcqNbIjd8ADMZosg,0.0,0.0,0.0757,-5.881,0.0,63.0,2015-11-20,0.0459,Nick Jonas X2,Nick Jonas,Chains,76.006,4.0,audio_features,spotify:track:5Eg4TsPcqNbIjd8ADMZosg,0.121
0.0242,268.0,meek mill,all eyes on you,0.589,223973.0,0.658,0hy1SOTEn9ifXTzOwnCwEr,0.0,11.0,0.118,-5.288,0.0,70.0,2015-06-29,0.203,Dreams Worth More Than Money,Meek Mill,All Eyes on You (feat. Chris Brown & Nicki Minaj),77.521,4.0,audio_features,spotify:track:0hy1SOTEn9ifXTzOwnCwEr,0.251
0.013,269.0,rae sremmurd,no type,0.888,200080.0,0.483,4scpF6J5uMBvoh6sFB7EL1,4.85e-06,6.0,0.0926,-7.797,1.0,73.0,2015-01-06,0.154,SremmLife,Rae Sremmurd,No Type,125.008,4.0,audio_features,spotify:track:4scpF6J5uMBvoh6sFB7EL1,0.226
0.431,270.0,vance joy,riptide,0.484,204280.0,0.731,3JvrhDOgAt6p7K8mDyZwRd,0.0,1.0,0.151,-6.694,1.0,77.0,2014-09-09,0.0379,Dream Your Life Away (Special Edition),Vance Joy,Riptide,101.654,4.0,audio_features,spotify:track:3JvrhDOgAt6p7K8mDyZwRd,0.51
0.185,271.0,jidenna,classic man,0.79,226000.0,0.585,3G7XYAwtxtoGK7fAm4IlD9,0.0,8.0,0.292,-6.058,1.0,62.0,2015-02-03,0.0348,Classic Man,Jidenna,Classic Man,94.072,4.0,audio_features,spotify:track:3G7XYAwtxtoGK7fAm4IlD9,0.585
0.0183,272.0,elle king,ex's & oh's,0.612,202173.0,0.921,70eDxAyAraNTiD6lx2ZEnH,0.0,7.0,0.0576,-2.879,1.0,71.0,2015-02-13,0.0848,Love Stuff,Elle King,Ex's & Oh's,139.986,4.0,audio_features,spotify:track:70eDxAyAraNTiD6lx2ZEnH,0.453
0.375,273.0,meghan trainor,dear future husband,0.655,184227.0,0.782,3cU2wBxuV6nFiuf6PJZNlC,0.0,1.0,0.317,-4.789,1.0,70.0,2015-01-09,0.185,Title (Deluxe),Meghan Trainor,Dear Future Husband,79.427,4.0,audio_features,spotify:track:3cU2wBxuV6nFiuf6PJZNlC,0.832
0.417,274.0,charlie puth,marvin gaye,0.795,190453.0,0.616,6ukMqDxnOPOgoHdak7Kyp3,0.0,1.0,0.349,-5.281,0.0,71.0,2015-05-01,0.06,Some Type Of Love,Charlie Puth,Marvin Gaye (feat. Meghan Trainor),110.015,4.0,audio_features,spotify:track:6ukMqDxnOPOgoHdak7Kyp3,0.815
0.4,275.0,meghan trainor,like i'm gonna lose you,0.63,225053.0,0.53,2YlZnw2ikdb837oKMKjBkW,0.0,0.0,0.177,-7.259,1.0,78.0,2015-01-09,0.0434,Title (Deluxe),Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),108.038,3.0,audio_features,spotify:track:2YlZnw2ikdb837oKMKjBkW,0.417
0.0703,276.0,tove lo,habits (stay high),0.733,209160.0,0.65,14OxJlLdcHNpgsm4DRwDOB,6.59e-05,5.0,0.0829,-3.539,1.0,66.0,2014-01-01,0.0315,Queen Of The Clouds,Tove Lo,Habits (Stay High),110.003,4.0,audio_features,spotify:track:14OxJlLdcHNpgsm4DRwDOB,0.348
0.329,277.0,james newton howard,the hanging tree,0.255,218507.0,0.085,416MsJxvxSKY96DCmbJIRs,6.83e-05,9.0,0.201,-17.969,0.0,62.0,2014-11-24,0.0359,The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score),James Newton Howard,The Hanging Tree,94.26,4.0,audio_features,spotify:track:416MsJxvxSKY96DCmbJIRs,0.109
0.00215,278.0,o.t. genasis,coco,0.886,239574.0,0.628,2JI71GHwq2LN8mtq3iCLYo,1.15e-05,8.0,0.31,-5.949,1.0,64.0,2014-11-10,0.131,CoCo,O.T. Genasis,CoCo,119.906,4.0,audio_features,spotify:track:2JI71GHwq2LN8mtq3iCLYo,0.178
0.26,279.0,jessie j,bang bang,0.706,199387.0,0.786,0puf9yIluy9W0vpMEUoAnN,0.0,0.0,0.38,-3.417,0.0,77.0,2014-10-14,0.0909,Sweet Talker (Deluxe Version),Jessie J,Bang Bang,150.035,4.0,audio_features,spotify:track:0puf9yIluy9W0vpMEUoAnN,0.749
0.919,280.0,sam smith,lay me down,0.468,219536.0,0.19,64GRDrL1efgXclrhVCeuA0,0.0,4.0,0.107,-11.138,1.0,76.0,2015-11-06,0.0373,In The Lonely Hour (Drowning Shadows Edition),Sam Smith,Lay Me Down,125.319,4.0,audio_features,spotify:track:64GRDrL1efgXclrhVCeuA0,0.326
0.215,281.0,ilovemakonnen,tuesday,0.77,321987.0,0.664,2znzyzlAUc8Z1Ikq9aFOcx,0.000118,0.0,0.105,-5.604,1.0,63.0,2014-09-01,0.211,Tuesday (feat. Drake),ILOVEMAKONNEN,Tuesday (feat. Drake),140.163,4.0,audio_features,spotify:track:2znzyzlAUc8Z1Ikq9aFOcx,0.472
0.000235,282.0,ilovememphis,hit the quan,0.741,181081.0,0.488,4OjuzM3rTWp3q60mEldNSF,0.0,8.0,0.0488,-8.253,1.0,54.0,2015-10-09,0.362,Hit the Quan,iLoveMemphis,Hit the Quan - Original Version,160.018,4.0,audio_features,spotify:track:4OjuzM3rTWp3q60mEldNSF,0.625
0.0916,283.0,macklemore & ryan lewis,downtown,0.828,292593.0,0.609,5pfJsMwoRYKampPay8amX0,1.21e-06,1.0,0.291,-4.402,1.0,68.0,2016-02-26,0.0694,This Unruly Mess I've Made,Macklemore & Ryan Lewis,"Downtown (feat. Melle Mel, Grandmaster Caz, Kool Moe Dee & Eric Nally)",109.725,4.0,audio_features,spotify:track:5pfJsMwoRYKampPay8amX0,0.707
0.113,284.0,sam hunt,house party,0.747,190240.0,0.861,1TwLKNsCnhi1HxbIi4bAW0,0.0,8.0,0.026,-5.251,1.0,72.0,2014-10-27,0.0514,Montevallo,Sam Hunt,House Party,103.966,4.0,audio_features,spotify:track:1TwLKNsCnhi1HxbIi4bAW0,0.859
0.0399,285.0,chris brown,ayo,0.823,225227.0,0.563,0k6DnZMLoEUH8NGD5zh2SE,0.0,6.0,0.0851,-5.095,1.0,73.0,2015-02-24,0.0443,Fan of A Fan The Album (Expanded Edition),Chris Brown,Ayo,98.031,4.0,audio_features,spotify:track:0k6DnZMLoEUH8NGD5zh2SE,0.682
0.197,286.0,luke bryan,kick the dust up,0.596,190587.0,0.855,5g15o2Sm55Hn9ShK5yEXgp,0.0,1.0,0.11,-2.255,1.0,66.0,2015-08-07,0.0474,Kill The Lights (Deluxe),Luke Bryan,Kick The Dust Up,172.082,4.0,audio_features,spotify:track:5g15o2Sm55Hn9ShK5yEXgp,0.811
0.315,287.0,big sean,blessings,0.789,252040.0,0.621,1bzM1cd6oqFozdr4wK6HdR,0.0,10.0,0.136,-7.685,0.0,65.0,2015-02-24,0.283,Dark Sky Paradise,Big Sean,Blessings,118.891,4.0,audio_features,spotify:track:1bzM1cd6oqFozdr4wK6HdR,0.158
0.0846,288.0,george ezra,budapest,0.717,200733.0,0.455,7q0aQpiLv5tIsupcgQ3Ny4,0.0,5.0,0.11,-8.303,1.0,68.0,2015-01-20,0.0276,Wanted on Voyage,George Ezra,Budapest,127.81,4.0,audio_features,spotify:track:7q0aQpiLv5tIsupcgQ3Ny4,0.389
0.0197,289.0,sia furler,chandelier,0.399,216120.0,0.787,2s1sdSqGcKxpPr5lCl7jAV,6.07e-05,1.0,0.0685,-2.88,1.0,70.0,2015-05-01,0.0499,1000 Forms Of Fear (Deluxe Version),Sia,Chandelier,117.089,5.0,audio_features,spotify:track:2s1sdSqGcKxpPr5lCl7jAV,0.572
0.0137,290.0,kelly clarkson,heartbeat song,0.49,198733.0,0.798,7FC9Lng8iXU081lbigu8m8,0.0,6.0,0.0627,-3.66,1.0,66.0,2015-02-27,0.0489,Piece By Piece (Deluxe Version),Kelly Clarkson,Heartbeat Song,149.109,4.0,audio_features,spotify:track:7FC9Lng8iXU081lbigu8m8,0.479
0.0912,291.0,ed sheeran,don't,0.798,219947.0,0.675,3HVWdVOQ0ZA45FuZGSfvns,0.0,6.0,0.0894,-5.041,1.0,98.0,2019-05-10,0.0442,I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),101.956,4.0,audio_features,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.842
0.0457,292.0,ella henderson,ghost,0.68,213213.0,0.84,4z7gh3aIZV9arbL9jJSc5J,8.38e-06,9.0,0.143,-3.823,1.0,56.0,2015-01-13,0.0415,Chapter One,Ella Henderson,Ghost,104.985,4.0,audio_features,spotify:track:4z7gh3aIZV9arbL9jJSc5J,0.468
0.0785,293.0,alessia cara,here,0.376,199453.0,0.821,1wYZZtamWTQAoj8B812uKQ,0.0,0.0,0.0823,-3.974,1.0,65.0,2015-11-13,0.104,Know-It-All (Deluxe),Alessia Cara,Here,120.462,4.0,audio_features,spotify:track:1wYZZtamWTQAoj8B812uKQ,0.331
0.00821,294.0,mr probz,waves,0.829,208133.0,0.51,5Sf3GyLEAzJXxZ5mbCPXTu,0.0014,5.0,0.0829,-9.334,0.0,74.0,2014-02-07,0.0369,Waves (Robin Schulz Radio Edit),Mr. Probz,Waves - Robin Schulz Radio Edit,119.993,4.0,audio_features,spotify:track:5Sf3GyLEAzJXxZ5mbCPXTu,0.45
0.446,295.0,nicky jam,el perdón,0.628,205907.0,0.69,7qCAVkHWZkF44OzOUKf8Cr,0.0,8.0,0.112,-5.828,1.0,75.0,2017-01-20,0.0511,Fénix,Nicky Jam,El Perdón,179.911,4.0,audio_features,spotify:track:7qCAVkHWZkF44OzOUKf8Cr,0.662
0.0262,296.0,ne-yo,she knows,0.706,214726.0,0.572,7seTcUFOhn5caSDbiSfsp0,0.0,8.0,0.585,-5.799,0.0,59.0,2015-01-20,0.0326,Non-Fiction (Deluxe),Ne-Yo,She Knows,139.982,4.0,audio_features,spotify:track:7seTcUFOhn5caSDbiSfsp0,0.574
0.859,297.0,one direction,night changes,0.672,226600.0,0.52,5O2P9iiztwhomNh8xkR9lJ,0.0,8.0,0.115,-7.747,1.0,74.0,2014-11-17,0.0353,FOUR (Deluxe),One Direction,Night Changes,120.001,4.0,audio_features,spotify:track:5O2P9iiztwhomNh8xkR9lJ,0.37
