acousticness,bb_index,billboard_artist,billboard_name,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence
0.0168,129.0,chris brown,loyal,0.841,264947.0,0.522,5BrTUo0xP1wKXLJWUaGFtk,1.37e-06,10.0,0.188,-5.963,0.0,72.0,2014-09-16,0.049,X (Expanded Edition),Chris Brown,Loyal (feat. Lil Wayne & Tyga),99.059,4.0,audio_features,spotify:track:5BrTUo0xP1wKXLJWUaGFtk,0.616
0.0629,130.0,american authors,best day of my life,0.673,194240.0,0.902,5Hroj5K7vLpIG4FNCRIjbP,0.000174,2.0,0.0552,-2.378,1.0,76.0,2014-01-01,0.0347,"Oh, What A Life",American Authors,Best Day Of My Life,100.016,4.0,audio_features,spotify:track:5Hroj5K7vLpIG4FNCRIjbP,0.521
0.0703,131.0,tove lo,habits (stay high),0.733,209160.0,0.65,14OxJlLdcHNpgsm4DRwDOB,6.59e-05,5.0,0.0829,-3.539,1.0,66.0,2014-01-01,0.0315,Queen Of The Clouds,Tove Lo,Habits (Stay High),110.003,4.0,audio_features,spotify:track:14OxJlLdcHNpgsm4DRwDOB,0.348
0.0211,132.0,calvin harris,summer,0.596,222533.0,0.856,6YUTL4dYpB9xZO5qExPf05,0.0178,4.0,0.141,-3.556,0.0,77.0,2014-10-31,0.0346,Motion,Calvin Harris,Summer,127.949,4.0,audio_features,spotify:track:6YUTL4dYpB9xZO5qExPf05,0.743
0.154,133.0,charli xcx,boom clap,0.659,169866.0,0.911,0Y1MWB026LYxGvhq4EcMiC,0.000304,4.0,0.191,-2.28,1.0,57.0,2014-12-15,0.0786,SUCKER,Charli XCX,Boom Clap,91.999,4.0,audio_features,spotify:track:0Y1MWB026LYxGvhq4EcMiC,0.576
0.00969,134.0,beyoncé,drunk in love,0.589,323480.0,0.621,6jG2YzhxptolDzLHTGLt7S,0.00104,5.0,0.181,-6.902,0.0,73.0,2014-11-24,0.0468,BEYONCÉ [Platinum Edition],Beyoncé,Drunk in Love,140.03,4.0,audio_features,spotify:track:6jG2YzhxptolDzLHTGLt7S,0.401
0.0668,135.0,nicki minaj,anaconda,0.964,260240.0,0.605,794F99D5BQHS5ZGRXAs7I5,7.78e-06,9.0,0.214,-6.223,1.0,63.0,2014-12-15,0.179,The Pinkprint (Deluxe),Nicki Minaj,Anaconda,129.994,4.0,audio_features,spotify:track:794F99D5BQHS5ZGRXAs7I5,0.646
0.0064,136.0,ariana grande,break free,0.687,214840.0,0.702,12KUFSHFgT0XCoiSlvdQi4,4.35e-05,7.0,0.204,-5.324,0.0,74.0,2014-08-25,0.0455,My Everything (Deluxe),Ariana Grande,Break Free,129.956,4.0,audio_features,spotify:track:12KUFSHFgT0XCoiSlvdQi4,0.284
0.0426,137.0,enrique iglesias,bailando,0.723,243413.0,0.777,32lm3769IRfcnrQV11LO4E,3.68e-06,7.0,0.0451,-3.503,1.0,67.0,2014-01-01,0.108,SEX AND LOVE (Deluxe),Enrique Iglesias,Bailando - Spanish Version,91.017,4.0,audio_features,spotify:track:32lm3769IRfcnrQV11LO4E,0.961
0.31,138.0,ellie goulding,burn,0.559,231212.0,0.777,0xMd5bcWTbyXS7wPrBtZA6,0.0,1.0,0.105,-5.031,1.0,65.0,2013-01-01,0.0432,Halcyon Days,Ellie Goulding,Burn,87.016,4.0,audio_features,spotify:track:0xMd5bcWTbyXS7wPrBtZA6,0.329
0.0802,139.0,jason derulo,wiggle,0.697,193296.0,0.621,2sLwPnIP3CUVmIuHranJZU,0.0,9.0,0.162,-6.886,0.0,60.0,2013-09-10,0.25,Talk Dirty,Jason Derulo,Wiggle (feat. Snoop Dogg),81.946,4.0,audio_features,spotify:track:2sLwPnIP3CUVmIuHranJZU,0.721
0.162,140.0,clean bandit,rather be,0.799,227833.0,0.586,3s4U7OHV7gnj42VV72eSZ6,2.03e-06,11.0,0.193,-6.735,1.0,72.0,2014-01-17,0.0377,Rather Be (feat. Jess Glynne),Clean Bandit,Rather Be (feat. Jess Glynne),120.97,4.0,audio_features,spotify:track:3s4U7OHV7gnj42VV72eSZ6,0.549
0.421,141.0,jeremih,don't tell 'em,0.851,266840.0,0.525,0Dc7J9VPV4eOInoxUiZrsL,0.0,2.0,0.111,-5.221,0.0,71.0,2015-12-04,0.0874,Late Nights: The Album,Jeremih,Don't Tell 'Em,97.988,4.0,audio_features,spotify:track:0Dc7J9VPV4eOInoxUiZrsL,0.405
0.0354,142.0,kid ink,show me,0.711,217800.0,0.508,4q6dqyGM25sKFU8nYAGRe4,0.0,7.0,0.141,-7.299,1.0,70.0,2014-01-06,0.0494,My Own Lane (Expanded Edition),Kid Ink,Show Me (feat. Chris Brown),98.098,4.0,audio_features,spotify:track:4q6dqyGM25sKFU8nYAGRe4,0.665
0.407,143.0,miley cyrus,wrecking ball,0.53,221360.0,0.422,2vwlzO0Qp8kfEtzTsCXfyE,0.0,5.0,0.107,-6.262,1.0,74.0,2013-10-04,0.0342,Bangerz (Deluxe Version),Miley Cyrus,Wrecking Ball,119.964,4.0,audio_features,spotify:track:2vwlzO0Qp8kfEtzTsCXfyE,0.349
0.527,144.0,justin timberlake,not a bad thing,0.308,688453.0,0.563,3nB82yGjtbQFSU0JLAwLRH,4.58e-06,0.0,0.134,-9.169,1.0,57.0,2013-09-27,0.0719,The 20/20 Experience - 2 of 2 (Deluxe),Justin Timberlake,Not a Bad Thing,85.901,4.0,audio_features,spotify:track:3nB82yGjtbQFSU0JLAwLRH,0.109
0.00487,145.0,katy perry,roar,0.554,223546.0,0.772,6F5c58TMEs1byxUstkzVeM,6.6e-06,7.0,0.354,-4.821,0.0,76.0,2013-01-01,0.0418,PRISM (Deluxe),Katy Perry,Roar,179.984,4.0,audio_features,spotify:track:6F5c58TMEs1byxUstkzVeM,0.455
0.154,146.0,paramore,ain't it fun,0.61,296520.0,0.893,1j8z4TTjJ1YOdoFEDwJTQa,4.41e-05,9.0,0.021,-3.681,1.0,72.0,2013-04-05,0.0921,Paramore,Paramore,Ain't It Fun,104.031,4.0,audio_features,spotify:track:1j8z4TTjJ1YOdoFEDwJTQa,0.673
0.0331,147.0,aloe blacc,the man,0.308,254880.0,0.769,2stPxcgjdSImK7Gizl8ZUN,0.0,11.0,0.214,-7.256,0.0,59.0,2014-01-01,0.065,Lift Your Spirit,Aloe Blacc,The Man,81.853,4.0,audio_features,spotify:track:2stPxcgjdSImK7Gizl8ZUN,0.488
0.016,148.0,florida georgia line,this is how we roll,0.555,220907.0,0.931,2TR7A4ulH9R1PNwMyd8o8U,0.0,8.0,0.405,-2.969,1.0,69.0,2013-01-01,0.0367,Here's To The Good Times...This Is How We Roll,Florida Georgia Line,This Is How We Roll,132.085,4.0,audio_features,spotify:track:2TR7A4ulH9R1PNwMyd8o8U,0.723
0.0384,149.0,mkto,classic,0.72,175427.0,0.791,6FE2iI43OZnszFLuLtvvmg,0.0,1.0,0.157,-4.689,1.0,76.0,2012,0.124,MKTO,MKTO,Classic,102.071,4.0,audio_features,spotify:track:6FE2iI43OZnszFLuLtvvmg,0.756
0.00713,150.0,coldplay,a sky full of stars,0.551,268467.0,0.636,0FDzzruyVECATHXKHFs9eJ,0.00203,6.0,0.217,-7.125,1.0,76.0,2014-05-19,0.0281,Ghost Stories,Coldplay,A Sky Full of Stars,124.996,4.0,audio_features,spotify:track:0FDzzruyVECATHXKHFs9eJ,0.153
0.0912,151.0,ed sheeran,don't,0.798,219947.0,0.675,3HVWdVOQ0ZA45FuZGSfvns,0.0,6.0,0.0894,-5.041,1.0,98.0,2019-05-10,0.0442,I Don't Care (with Justin Bieber),Ed Sheeran,I Don't Care (with Justin Bieber),101.956,4.0,audio_features,spotify:track:3HVWdVOQ0ZA45FuZGSfvns,0.842
0.328,152.0,trey songz,na na,0.67,231907.0,0.476,5maiP9UMnTSgoxPX8X3bdz,0.0,9.0,0.104,-6.253,0.0,61.0,2014-07-01,0.0406,Trigga,Trey Songz,Na Na,96.975,4.0,audio_features,spotify:track:5maiP9UMnTSgoxPX8X3bdz,0.235
0.042,153.0,bobby shmurda,hot boy,0.859,194561.0,0.5,0rFke7eNFHbGuGJUdRgjB2,1.6e-05,9.0,0.0616,-7.628,1.0,44.0,2014-07-25,0.347,Hot Boy,Bobby Shmurda,Hot Boy,83.981,4.0,audio_features,spotify:track:0rFke7eNFHbGuGJUdRgjB2,0.186
0.00415,154.0,drake,"hold on, we're going home",0.776,227880.0,0.413,14Rcq31SafFBHNEwXrtR2B,2.68e-05,6.0,0.0724,-7.438,0.0,69.0,2013-01-01,0.0952,Nothing Was The Same (Deluxe),Drake,"Hold On, We're Going Home",100.003,4.0,audio_features,spotify:track:14Rcq31SafFBHNEwXrtR2B,0.287
0.304,155.0,ed sheeran,sing,0.818,235382.0,0.67,6K8qKeWo5MsFED7wCR6Kop,1.22e-06,8.0,0.0601,-4.451,0.0,71.0,2014-06-21,0.0472,x (Deluxe Edition),Ed Sheeran,Sing,119.988,4.0,audio_features,spotify:track:6K8qKeWo5MsFED7wCR6Kop,0.939
0.106,156.0,imagine dragons,radioactive,0.448,186813.0,0.784,4G8gkOterJn0Ywt6uhqbhp,0.000108,9.0,0.668,-3.686,1.0,72.0,2012-01-01,0.0627,Night Visions,Imagine Dragons,Radioactive,136.245,4.0,audio_features,spotify:track:4G8gkOterJn0Ywt6uhqbhp,0.236
0.13,157.0,yg,my hitta,0.752,236093.0,0.509,5G47DlluL671zo0k3OhoSm,0.0,10.0,0.141,-6.794,0.0,35.0,2013-01-01,0.141,My Hitta,YG,My Hitta,85.5,4.0,audio_features,spotify:track:5G47DlluL671zo0k3OhoSm,0.648
0.0372,158.0,echosmith,cool kids,0.719,237627.0,0.671,13P5rwmk2EsoFRIz9UCeh9,8.21e-06,8.0,0.12,-6.279,1.0,69.0,2013-10-04,0.0336,Talking Dreams (Deluxe Version),Echosmith,Cool Kids,130.027,4.0,audio_features,spotify:track:13P5rwmk2EsoFRIz9UCeh9,0.786
0.0279,159.0,avicii,hey brother,0.537,255093.0,0.777,4RXpgGM7A4Hg7cFBoH5KyF,6.12e-05,7.0,0.0838,-4.829,0.0,77.0,2013-01-01,0.0473,True,Avicii,Hey Brother,124.943,4.0,audio_features,spotify:track:4RXpgGM7A4Hg7cFBoH5KyF,0.427
0.555,160.0,jason derulo,trumpets,0.635,217419.0,0.691,5KONnBIQ9LqCxyeSPin26k,0.0,0.0,0.097,-4.862,1.0,66.0,2013-09-10,0.258,Talk Dirty,Jason Derulo,Trumpets - MDM Version,82.142,4.0,audio_features,spotify:track:5KONnBIQ9LqCxyeSPin26k,0.638
0.000185,161.0,maroon 5,animals,0.279,231013.0,0.742,2bL2gyO6kBdLkNSkxXNh6x,0.0,4.0,0.593,-6.46,0.0,72.0,2015-05-15,0.0898,V,Maroon 5,Animals,189.868,4.0,audio_features,spotify:track:2bL2gyO6kBdLkNSkxXNh6x,0.328
0.305,162.0,jason aldean,burnin' it down,0.681,219160.0,0.795,5HJqpDspKDKwQpLjvkcIsD,9.41e-06,6.0,0.109,-6.652,1.0,64.0,2014-10-07,0.049,"Old Boots, New Dirt",Jason Aldean,Burnin' It Down,135.939,4.0,audio_features,spotify:track:5HJqpDspKDKwQpLjvkcIsD,0.64
0.0832,163.0,luke bryan,play it again,0.51,226867.0,0.898,03fT3OHB9KyMtGMt2zwqCT,0.0,11.0,0.071,-3.15,1.0,74.0,2013-01-01,0.0696,Crash My Party,Luke Bryan,Play It Again,144.056,4.0,audio_features,spotify:track:03fT3OHB9KyMtGMt2zwqCT,0.596
0.15,164.0,tinashe,2 on,0.742,227000.0,0.595,3jVtllWS5CFFWLQng8sKsr,0.0,9.0,0.111,-7.51,1.0,67.0,2014-10-01,0.107,Aquarius,Tinashe,2 On (feat. ScHoolboy Q),101.013,4.0,audio_features,spotify:track:3jVtllWS5CFFWLQng8sKsr,0.431
0.0661,165.0,florida georgia line,dirt,0.554,230587.0,0.875,5CXnIPD6rTjszYYQm6fY2P,1.59e-05,2.0,0.118,-4.185,1.0,63.0,2014-10-14,0.0487,Anything Goes,Florida Georgia Line,Dirt,121.976,4.0,audio_features,spotify:track:5CXnIPD6rTjszYYQm6fY2P,0.543
0.167,166.0,onerepublic,love runs out,0.719,224227.0,0.935,5BJSZocnCeSNeYMj3iVqM7,0.0,7.0,0.0973,-3.752,1.0,61.0,2014-01-01,0.0589,Native,OneRepublic,Love Runs Out,120.022,4.0,audio_features,spotify:track:5BJSZocnCeSNeYMj3iVqM7,0.738
0.143,167.0,brantley gilbert,bottoms up,0.479,220199.0,0.87,477pWnF7WFWb9Qs6g8rs4J,0.0,7.0,0.129,-5.739,1.0,64.0,2015-01-01,0.0442,Just As I Am (Platinum Edition),Brantley Gilbert,Bottoms Up,170.047,4.0,audio_features,spotify:track:477pWnF7WFWb9Qs6g8rs4J,0.537
0.0317,168.0,becky g,shower,0.699,206167.0,0.529,3DmW6y7wTEYHJZlLo1r6XJ,3.59e-05,2.0,0.285,-7.548,1.0,74.0,2014-04-23,0.0487,Shower,Becky G,Shower,119.987,4.0,audio_features,spotify:track:3DmW6y7wTEYHJZlLo1r6XJ,0.121
0.00682,169.0,rixton,me and my broken heart,0.544,193733.0,0.774,1oew3nFNY3vMacJAsvry0S,0.0,5.0,0.135,-4.21,0.0,72.0,2014-01-01,0.0339,Let The Road,Rixton,Me And My Broken Heart,174.121,4.0,audio_features,spotify:track:1oew3nFNY3vMacJAsvry0S,0.522
0.00107,170.0,martin garrix,animals,0.675,304229.0,0.868,1TWfkGrhF7ob0nwB2M6knb,0.715,1.0,0.374,-6.36,1.0,61.0,2013-07-01,0.0392,Animals,Martin Garrix,Animals,128.007,4.0,audio_features,spotify:track:1TWfkGrhF7ob0nwB2M6knb,0.0376
0.0144,171.0,rich gang,lifestyle,0.718,269693.0,0.67,7DTlsMOQjGysXHpwwpHuPl,0.0,1.0,0.0851,-5.236,1.0,66.0,2014-06-05,0.227,Lifestyle,Rich Gang,Lifestyle,88.764,4.0,audio_features,spotify:track:7DTlsMOQjGysXHpwwpHuPl,0.517
0.0476,172.0,kenny chesney,american kids,0.733,182960.0,0.589,1dgWTMoHwTUnQhOQ8SR5fV,5.85e-06,7.0,0.0366,-7.37,1.0,69.0,2014-09-22,0.1,The Big Revival,Kenny Chesney,American Kids,170.097,4.0,audio_features,spotify:track:1dgWTMoHwTUnQhOQ8SR5fV,0.867
0.00502,173.0,sara bareilles,brave,0.551,220573.0,0.836,6Uy6K3KdmUdAfelUp0SeXn,2.1e-05,10.0,0.0425,-3.838,0.0,69.0,2013-07-16,0.0524,The Blessed Unrest,Sara Bareilles,Brave,185.063,4.0,audio_features,spotify:track:6Uy6K3KdmUdAfelUp0SeXn,0.758
0.0495,174.0,the neighbourhood,sweater weather,0.612,240400.0,0.807,2QjOHCTQ1Jl3zawyYOpxh6,0.0177,10.0,0.101,-2.81,1.0,77.0,2013-04-19,0.0336,I Love You.,The Neighbourhood,Sweater Weather,124.053,4.0,audio_features,spotify:track:2QjOHCTQ1Jl3zawyYOpxh6,0.398
0.0951,175.0,sam hunt,leave the night on,0.514,192160.0,0.951,3wx2kQWPn9p5UppQbNhPAk,0.0,9.0,0.349,-3.813,1.0,66.0,2014-10-27,0.0603,Montevallo,Sam Hunt,Leave The Night On,171.96,4.0,audio_features,spotify:track:3wx2kQWPn9p5UppQbNhPAk,0.838
0.0506,176.0,chris brown,new flame,0.702,244227.0,0.629,3fBbfrWZUuWWrMQXFISr7N,0.0,1.0,0.0963,-4.292,1.0,67.0,2014-09-16,0.041,X (Expanded Edition),Chris Brown,New Flame (feat. Usher & Rick Ross),141.967,4.0,audio_features,spotify:track:3fBbfrWZUuWWrMQXFISr7N,0.446
0.132,177.0,michael jackson,love never felt so good,0.775,246027.0,0.719,48td6xvpokdYwvbl3JIiXP,1.79e-06,7.0,0.0662,-6.212,0.0,70.0,2014-05-09,0.0435,XSCAPE,Michael Jackson,Love Never Felt so Good,117.513,4.0,audio_features,spotify:track:48td6xvpokdYwvbl3JIiXP,0.712
0.00512,178.0,dierks bentley,drunk on a plane,0.439,254467.0,0.754,1soxUgYIZb1qx1c7o1Lc7z,7.45e-06,9.0,0.186,-5.566,1.0,68.0,2014-01-01,0.0323,RISER,Dierks Bentley,Drunk On A Plane,205.958,4.0,audio_features,spotify:track:1soxUgYIZb1qx1c7o1Lc7z,0.668
0.0879,179.0,katy perry,birthday,0.719,215042.0,0.674,2xLOMHjkOK8nzxJ4r6yOKR,3.75e-06,11.0,0.112,-5.122,1.0,63.0,2013-01-01,0.0681,PRISM (Deluxe),Katy Perry,Birthday,125.98,4.0,audio_features,spotify:track:2xLOMHjkOK8nzxJ4r6yOKR,0.843
0.016,180.0,lady antebellum,bartender,0.626,198267.0,0.936,6olKv2HP3XgBpvVxAswowe,4.41e-06,11.0,0.337,-3.86,0.0,61.0,2014-09-30,0.036,747,Lady Antebellum,Bartender,101.01,4.0,audio_features,spotify:track:6olKv2HP3XgBpvVxAswowe,0.656
0.107,181.0,naughty boy,la la la,0.772,222200.0,0.65,36pLU2ywVeBKEF0rrKtmCB,1.13e-06,6.0,0.0905,-5.202,0.0,60.0,2014-01-01,0.0306,Hotel Cabana (Deluxe Version),Naughty Boy,La La La,125.082,4.0,audio_features,spotify:track:36pLU2ywVeBKEF0rrKtmCB,0.262
0.00373,182.0,robin thicke,blurred lines,0.862,263827.0,0.608,0n4bITAu0Y0nigrz3MFJMb,6.14e-06,7.0,0.0856,-4.762,1.0,73.0,2013-01-01,0.0402,Blurred Lines (Deluxe),Robin Thicke,Blurred Lines,120.002,4.0,audio_features,spotify:track:0n4bITAu0Y0nigrz3MFJMb,0.836
0.369,183.0,lady gaga,do what u want,0.777,216573.0,0.794,5XKXMWPACPq51OiqzxenZo,1.88e-06,9.0,0.0889,-4.665,1.0,52.0,2013-01-01,0.0942,Do What U Want,Lady Gaga,Do What U Want,97.505,4.0,audio_features,spotify:track:5XKXMWPACPq51OiqzxenZo,0.529
0.122,184.0,shakira,can't remember to forget you,0.694,206867.0,0.81,2Sh4sAOfnSHEVKFyysxzat,0.0,11.0,0.141,-3.556,0.0,63.0,2014-03-14,0.0661,Shakira. (Expanded Edition),Shakira,Can't Remember to Forget You (feat. Rihanna),137.968,4.0,audio_features,spotify:track:2Sh4sAOfnSHEVKFyysxzat,0.824
0.0283,185.0,5 seconds of summer,amnesia,0.572,237248.0,0.499,1JCCdiru7fhstOIF4N7WJC,0.0,2.0,0.213,-5.237,1.0,65.0,2014-06-27,0.0311,5 Seconds Of Summer,5 Seconds of Summer,Amnesia,101.593,4.0,audio_features,spotify:track:1JCCdiru7fhstOIF4N7WJC,0.108
0.0826,186.0,t.i.,no mediocre,0.78,201600.0,0.45,38aECKrbMv2F5FsYYCewCQ,0.0,1.0,0.0809,-9.539,1.0,60.0,2014-06-16,0.0465,No Mediocre,T.I.,No Mediocre,95.486,4.0,audio_features,spotify:track:38aECKrbMv2F5FsYYCewCQ,0.178
0.0311,187.0,kongos,come with me now,0.654,211960.0,0.726,2kWowW0k4oFymhkr7LmvzO,6.35e-05,10.0,0.0618,-3.803,0.0,69.0,2014-01-27,0.0401,Lunatic,KONGOS,Come with Me Now,103.987,4.0,audio_features,spotify:track:2kWowW0k4oFymhkr7LmvzO,0.728
0.273,188.0,lil wayne,believe me,0.84,337640.0,0.483,6t2eIONH4Sax3R21QWiKNp,0.0,10.0,0.111,-8.838,0.0,60.0,2014-05-28,0.157,Believe Me,Lil Wayne,Believe Me,91.992,4.0,audio_features,spotify:track:6t2eIONH4Sax3R21QWiKNp,0.198
0.000366,189.0,mike will made it,23,0.863,252520.0,0.605,20FZrLl9zSbO9b3DhaqO6M,3.71e-06,2.0,0.132,-5.231,1.0,69.0,2013-01-01,0.0572,23,Mike WiLL Made-It,23,140.031,4.0,audio_features,spotify:track:20FZrLl9zSbO9b3DhaqO6M,0.327
0.344,190.0,jake owen,beachin',0.527,191040.0,0.902,5dNGORzxFb5z3v7vSAFkTU,4.63e-05,6.0,0.0669,-5.352,1.0,63.0,2013-12-02,0.0601,Days of Gold,Jake Owen,Beachin',181.964,4.0,audio_features,spotify:track:5dNGORzxFb5z3v7vSAFkTU,0.709
0.0541,191.0,macklemore & ryan lewis,white walls,0.767,220319.0,0.782,6I3KeXBT0E9MoMqYz8srVq,0.0,7.0,0.338,-5.545,1.0,60.0,2012-10-10,0.14,The Heist,Macklemore & Ryan Lewis,"White Walls (feat. ScHoolboy Q, Hollis)",116.491,4.0,audio_features,spotify:track:6I3KeXBT0E9MoMqYz8srVq,0.827
0.000668,192.0,5 seconds of summer,she looks so perfect,0.493,202496.0,0.956,1gugDOSMREb34Xo0c1PlxM,0.0,1.0,0.416,-4.221,0.0,68.0,2014-06-27,0.138,5 Seconds Of Summer,5 Seconds of Summer,She Looks So Perfect,160.006,4.0,audio_features,spotify:track:1gugDOSMREb34Xo0c1PlxM,0.47
0.109,193.0,zedd,stay the night,0.596,217347.0,0.738,2QtJA4gbwe1AcanB2p21aP,0.0,8.0,0.0947,-3.109,1.0,61.0,2012,0.0411,Clarity (Deluxe),Zedd,Stay The Night - Featuring Hayley Williams Of Paramore,127.961,4.0,audio_features,spotify:track:2QtJA4gbwe1AcanB2p21aP,0.461
0.0296,194.0,beyoncé,partition,0.412,319467.0,0.441,5hgnY0mVcVetszbb85qeDg,0.0726,11.0,0.306,-11.523,0.0,70.0,2014-11-24,0.291,BEYONCÉ [Platinum Edition],Beyoncé,Partition,185.571,4.0,audio_features,spotify:track:5hgnY0mVcVetszbb85qeDg,0.174
0.0507,195.0,schoolboy q,studio,0.709,278067.0,0.589,29gsi1zZrZxdStACmTQB0Z,0.0,8.0,0.0585,-7.776,0.0,67.0,2014-01-01,0.0433,Oxymoron (Deluxe),ScHoolboy Q,Studio,133.922,3.0,audio_features,spotify:track:29gsi1zZrZxdStACmTQB0Z,0.58
0.763,196.0,drake,0 to 100 / the catch up,0.707,275227.0,0.709,4jtyUzZm9WLc2AdaJ1dso7,0.0,11.0,0.274,-3.979,0.0,71.0,2013-07-14,0.34,0 To 100 / The Catch Up,Drake,0 To 100 / The Catch Up,89.094,4.0,audio_features,spotify:track:4jtyUzZm9WLc2AdaJ1dso7,0.501
0.399,197.0,lee brice,i don't dance,0.587,221173.0,0.559,5aj0xPGiEUN3aI2oOYu14S,6.69e-06,1.0,0.0992,-7.742,1.0,68.0,2014-09-09,0.0321,I Don't Dance (Deluxe Edition),Lee Brice,I Don't Dance,92.036,4.0,audio_features,spotify:track:5aj0xPGiEUN3aI2oOYu14S,0.19
0.0527,198.0,miranda lambert,somethin' bad,0.68,169587.0,0.888,6s9m5J92By7jii22Q2XtY2,2.82e-06,9.0,0.0575,-5.308,1.0,63.0,2014-06-02,0.055,Platinum,Miranda Lambert,Somethin' Bad - (Duet with Carrie Underwood),90.076,4.0,audio_features,spotify:track:6s9m5J92By7jii22Q2XtY2,0.484
0.111,199.0,miley cyrus,adore you,0.583,278747.0,0.655,5AnCLGg35ziFOloEnXK4uu,3.57e-06,0.0,0.113,-5.407,1.0,70.0,2013-10-04,0.0315,Bangerz (Deluxe Version),Miley Cyrus,Adore You,119.759,4.0,audio_features,spotify:track:5AnCLGg35ziFOloEnXK4uu,0.201
0.00801,200.0,mark ronson,uptown funk,0.856,269667.0,0.609,32OlwWuMpZ6b0aN2RZOeMS,8.15e-05,0.0,0.0344,-7.223,1.0,80.0,2015-01-12,0.0824,Uptown Special,Mark Ronson,Uptown Funk,114.988,4.0,audio_features,spotify:track:32OlwWuMpZ6b0aN2RZOeMS,0.928
0.474,201.0,ed sheeran,thinking out loud,0.781,281560.0,0.445,34gCuhDGsG4bRPIf9bb02f,0.0,2.0,0.184,-6.061,1.0,83.0,2014-06-21,0.0295,x (Deluxe Edition),Ed Sheeran,Thinking out Loud,78.998,4.0,audio_features,spotify:track:34gCuhDGsG4bRPIf9bb02f,0.591
0.369,202.0,wiz khalifa,see you again,0.689,229526.0,0.481,2JzZzZUQj3Qff7wapcbKjc,1.03e-06,10.0,0.0649,-7.503,1.0,79.0,2015,0.0815,See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),80.025,4.0,audio_features,spotify:track:2JzZzZUQj3Qff7wapcbKjc,0.283
0.0244,203.0,fetty wap,trap queen,0.746,222093.0,0.873,2d8JP84HNLKhmd6IYOoupQ,0.0,7.0,0.354,-3.803,1.0,72.0,2015-09-25,0.128,Fetty Wap (Deluxe),Fetty Wap,Trap Queen,148.075,4.0,audio_features,spotify:track:2d8JP84HNLKhmd6IYOoupQ,0.817
0.0591,204.0,maroon 5,sugar,0.748,235493.0,0.788,2iuZJX9X9P0GKaE93xcPjk,0.0,1.0,0.0863,-7.055,1.0,78.0,2015-05-15,0.0334,V,Maroon 5,Sugar,120.076,4.0,audio_features,spotify:track:2iuZJX9X9P0GKaE93xcPjk,0.884
0.00701,205.0,walk the moon,shut up and dance,0.578,199080.0,0.866,4kbj5MwxO1bq9wjT5g9HaA,0.0,1.0,0.257,-3.804,1.0,79.0,2014-11-24,0.0619,TALKING IS HARD,WALK THE MOON,Shut Up and Dance,128.038,4.0,audio_features,spotify:track:4kbj5MwxO1bq9wjT5g9HaA,0.619
0.085,206.0,taylor swift,blank space,0.752,231827.0,0.678,1p80LdxRV74UKvL8gnD7ky,1.64e-06,5.0,0.13,-5.421,1.0,67.0,2014-10-27,0.0646,1989,Taylor Swift,Blank Space,96.009,4.0,audio_features,spotify:track:1p80LdxRV74UKvL8gnD7ky,0.583
0.247,207.0,silentó,watch me,0.821,185143.0,0.759,5RIVoVdkDLEygELLCniZFr,0.0,8.0,0.321,-8.541,1.0,65.0,2015-05-04,0.121,Watch Me (Whip / Nae Nae),Silentó,Watch Me (Whip / Nae Nae),140.01,4.0,audio_features,spotify:track:5RIVoVdkDLEygELLCniZFr,0.962
0.408,208.0,the weeknd,earned it,0.647,277680.0,0.291,4frLb7nWtsz2ymBE6k2GRP,0.0,2.0,0.0771,-8.275,0.0,68.0,2015-08-28,0.0363,Beauty Behind The Madness,The Weeknd,Earned It (Fifty Shades Of Grey),119.839,3.0,audio_features,spotify:track:4frLb7nWtsz2ymBE6k2GRP,0.4
0.0671,209.0,the weeknd,the hills,0.58,242253.0,0.565,7fBv7CLKzipRk6EC6TWHOB,0.0,0.0,0.135,-7.065,0.0,80.0,2015-08-28,0.0488,Beauty Behind The Madness,The Weeknd,The Hills,112.986,4.0,audio_features,spotify:track:7fBv7CLKzipRk6EC6TWHOB,0.138
0.141,210.0,omi,cheerleader,0.78,180560.0,0.68,023OVLNzXhX0j7CxswUt6D,1.2e-05,4.0,0.138,-6.081,1.0,63.0,2015-10-16,0.0305,Me 4 U,OMI,Cheerleader - Felix Jaehn Remix Radio Edit,118.026,4.0,audio_features,spotify:track:023OVLNzXhX0j7CxswUt6D,0.594
0.112,211.0,the weeknd,can't feel my face,0.705,213520.0,0.769,22VdIZQfgXJea34mQxlt81,0.0,9.0,0.105,-5.526,0.0,77.0,2015-08-28,0.0426,Beauty Behind The Madness,The Weeknd,Can't Feel My Face,107.939,4.0,audio_features,spotify:track:22VdIZQfgXJea34mQxlt81,0.59
0.247,212.0,ellie goulding,love me like you do,0.262,252534.0,0.606,2l8w0zZVn4AZNuzrht7MRT,0.0,8.0,0.125,-6.646,1.0,67.0,2015-11-13,0.0484,Delirium (Deluxe),Ellie Goulding,"Love Me Like You Do - From ""Fifty Shades Of Grey""",189.857,4.0,audio_features,spotify:track:2l8w0zZVn4AZNuzrht7MRT,0.275
