acousticness,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,spotify_album,spotify_artist,spotify_song,tempo,time_signature,type,uri,valence,lyrics
0.0171,0.64,188615.0,0.653,6V0PPYLaQ5fCAPftwIgpuN,0.000215,5.0,0.11900000000000001,-6.039,1.0,66.0,2019-01-24,0.0281,Moderation,Florence + The Machine,Moderation,129.986,4.0,audio_features,spotify:track:6V0PPYLaQ5fCAPftwIgpuN,0.611,"Want me to love you in moderation
Do I look moderate to you?
Sip it slowly and pay attention
I just have to see it through
You got me looking for validation
Pastures new
Want me to love you in moderation
Well, who do you think you're talking to?
Then bow your head in the house of God
And little girl, who do you think you are?
You think you need it, you think you want love
You wouldn't want it if you knew what it was
Moderation
Moderation
Moderation 
I never made it with moderation
No, I never understood
All the feeling was all or nothing
And I took everything I could
Can't hold it back, I can't take the tension
Oh, I'm trying to be good
Want me to love you in moderation
Well don't you know, I wish I could
Then bow your head in the house of God
And little girl, who do you think you are?
You think you need it, you think you want love
You wouldn't want it if you knew what it was
Moderation
Moderation
Moderation
Girl, you better learn 
How to hold it in 
And girl, you better learn 
I just can't win 
'Cause I don't see the worth 
I don't see the worth
And I'm still tryna figure out if it
Always, always, always has to hurt
You want love
Moderation
Moderation
Moderation
Moderation"
0.925,0.522,292453.0,0.231,34KZBn42h1icn5V2w0YWEN,0.0,6.0,0.11599999999999999,-7.229,1.0,54.0,2019-01-01,0.0374,My Mistake (Piano Version),Gabrielle Aplin,My Mistake - Piano Version,127.42399999999999,4.0,audio_features,spotify:track:34KZBn42h1icn5V2w0YWEN,0.49700000000000005,"""Congratulations"" - Dessa
""River"" - Bishop Briggs
""Caught Up"" - Sarah Close
""Meteorites"" - Lights
""Writer In The Dark"" - Lorde
""Liablity"" - Lorde
""burning bridges"" - Bea Miller
""September"" - Taylor Swift
""First Burn"" - Ari Afsar, Julia Harriman, Lexi Lawson, Rachelle Ann Go and Shoba Narayan
""Our Word"" - Jessie Shelton
""Answer 36"" - Jessie Shelton
""The Truth"" - Jessie Shelton and Jonathan Groff
""Boys"" - Maris
""Consequences"" - Camila Cabello
""I Didn't Just Kiss Her"" - Jen Foster
""Video Games"" - Lana Del Rey
""Heart for Rent"" - Caitlyn Scarlett
""B.I.G."" - Caitlyn Scarlett
""Shangri-La"" - Caitlyn Scarlett
""Medusa"" - Kailee Morgue
""DaNcing in a RoOm"" - EZI
""anxious."" - EZI
""A Terrible Ride"" - Kristen Delohr Helland
""Dying In LA"" - Panic! At The Disco
""Psychopath"" - Charlotte Lawrence, Nina Nesbitt and Sasha Sloan
""Waking Up Slow "" - Garbielle Aplin
""21"" - Jenna Holiday
""Psycho"" -Lauren Aquilina
""Human"" - dodie and Tom Walker
""Lovely"" - Billie Eilish and Khalid
""Alright"" - Cyn
""Sorry For Writing All The Songs About You"" - Clara Mae
""Neon Gravestones"" - Twenty One Pilots
""I'll Still Have Me"" - Cyn
""Blame"" - Andy Leon
""idontwannabeyouanymore"" - Billie Eilish
""If By Change"" - Ruth B.
""Feels Like This"" - Maisie Peters
""thank u, next"" - Ariana Grande
""Aldo"" - Blossom Caldarone
""My Mistake"" - Gabrielle Aplin
""Call Your Girlfriend"" - Clara Mae
""Talia"" - King Princess
""Upper West Side"" - King Princess
""Dress"" - Taylor Swift
""New Year's Day"" - Taylor Swift"
0.00626,0.532,246441.0,0.632,1y4DajjvaZq3GDIKsYdhDr,0.0,7.0,0.0978,-5.419,0.0,41.0,2014-09-03,0.0366,Cathedrals EP,Cathedrals,Harlem,143.983,4.0,audio_features,spotify:track:1y4DajjvaZq3GDIKsYdhDr,0.402,"You come to pass on my self, on my past
Ohhhh, oohhhh 
Baby don’t worry
I’ll never let you down
When I find the evidence
Chalk it up to providence
Baby don’t worry
It’s all inside your head
Tell me what you wanna know
I will give you quite a show
Gonna take you away
Gonna take you away
When I take you down and they take you away
And I spin you around and I make you wait
And I turn you around
Gonna take you away
Gonna take you away
When I take you down and they take you away
And I spin you around and I make you wait
And I turn you around
I go, you stay, we break
Tell me that’s ok
I go, you stay, we break
Tell me that’s ok
Baby don’t worry
The demons in your head
Always had the best intent
Ever try to listen in?
Baby don’t worry 
I see it on your face 
Banging up against the door 
Hey I won’t let you come in through my door
Hey I won’t let you come in through my door
Come in through my door
Come in through my door
Hey I won’t let you come in through my door
Gonna take you away
Gonna take you away
When I take you down and they take you away
And I spin you around and I make you wait
And I turn you around
Gonna take you away
Gonna take you away
When I take you down and they take you away
And I spin you around and I make you wait
And I turn you around
I go, you stay, we break
Tell me that’s ok
I go, you stay, we break
Tell me that’s ok"
0.7120000000000001,0.41,260867.0,0.364,37VJ3D6WLJcKjW8N4Ccodk,1.32e-05,9.0,0.152,-8.517000000000001,1.0,24.0,2006,0.0351,The Life Pursuit,Belle & Sebastian,Act of the Apostle II,150.911,4.0,audio_features,spotify:track:37VJ3D6WLJcKjW8N4Ccodk,0.245,"I'm bored out of my mind
Too sick to even care
I'll take a little walk
Nobody's going to know
I'm in senior year
It gives you a little free time
I'll just use it all at once!
Took the fence and the lane
The bus then the train
Bought an Independent to make me look like I got brains
I made a story up in my head if anybody would ask
I'm going to a seminar!
I'm a genius
A prodigy
A demon at Maths and Science
I'm up for a prize
If you gotta grow up sometime
You've to do it on your own
I don't think I could stand to be stuck
That's the way that things were going
The bible's my tool
There's no mention of school!
My Damascan Road's my transistor radio
I tune in at night when my mum and my dad start to fight
I put on my headphones
And I tune out
I am devout
The girls are singing about my life
But they're not here, they've got the wild life
If you want to find out, find out
You got to look them in the eye
That's why my only choice
Is find the face behind the voice?
She asked the man if the service was open
'Not today, just the choir from the radio'
'Couldn't I sit in? I've come all this way'
'Will you bugger off, I've got work to do.'
The city was losing its appeal
God was asleep
He was back in her village, in the fields
'Oh, if I could make sense of it all!
I wish that I could sing
I'd stay in a melody
I would float along in my everlasting song
What would I do to believe?'"
0.613,0.57,300801.0,0.504,5MBKDKheLzcGoRYGWpFNNg,0.124,4.0,0.111,-7.417000000000001,1.0,42.0,2016-10-28,0.027999999999999997,Away for All Time,Many Voices Speak,Video Child,119.975,4.0,audio_features,spotify:track:5MBKDKheLzcGoRYGWpFNNg,0.28800000000000003,"Tucked away, under a garden
There's summer's goal
 shooting a gun and
With you, 
I lost sight of your grace
Chasing my fate, chasing my fate
And our fictional moon
I left it too soon
And I'm never gonna go back again
Video Child
And oh, I'm never gonna go back again
Video Child
Heard you got mislead by liars
And you did hide your face
But in my mind, you're still a tiger
And I'm still your friend
We put faith in the sand
Seeking your mend, seeking your mend
In the heat of July
Beginning to feel so alive
And oh, you're never gonna get hurt again
Video Child
And oh, you're never gonna get hurt again
Video Child
And oh, you're never gonna get hurt again
Video Child
And oh, you're never gonna get hurt again
Video Child"
0.478,0.53,369307.0,0.652,4ZB6Wrh3QUnjfl9ciZXeGh,0.28,10.0,0.106,-10.655999999999999,0.0,47.0,2018-08-31,0.0339,Tank Town,Many Voices Speak,Bony Shelter,84.023,4.0,audio_features,spotify:track:4ZB6Wrh3QUnjfl9ciZXeGh,0.32299999999999995,"Found a way to stay out of the doubt
Found someone to keep you satisfied
It's a bony shelter
They think you could feel better
Just don’t look into those eyes
'Cause when your cold heart answers
You don't want it to stop
Don’t want it to stop
Until you
Believe their comments
You don't want it to stop
Don't want it to stop
You always liked the kisses taste like wine
In the way, you're hidden side by side
It's a bony shelter
Writing your love letters
They make you feel so strange inside
You're such a long time
I wanted to believe my own lie
Lover don't doubt
I wanna show the world what we've found
’Cause when your cold heart answers
You don’t want it to stop
Don't want it to stop
Unless you
Believe their comments
You don’t want it to stop
Don't want it to stop
Until
When your cold heart answers
You don't want it to stop
Don't want it to stop
Unless you
Believe their comments
You don’t want it to stop
Don't want it to stop"
0.149,0.5429999999999999,205893.0,0.5489999999999999,41oqThgUF4yiNz77TazXtl,0.08199999999999999,0.0,0.114,-6.497000000000001,1.0,55.0,2017-01-09,0.0306,Now & Then,Sjowgren,Now & Then,80.079,4.0,audio_features,spotify:track:41oqThgUF4yiNz77TazXtl,0.40399999999999997,"Two kids growing up together
You didn't know what I was up to
Asked you out in my little round way
Down down shooting me down
You held me tight
So I wouldn't cry but you
You don't remember
You don’t remember
We all remember different sides
I knew then what I know now
I may lose it for a second now and then
I knew then what I know now
I may lose it for a second now and then
We grew from one to another
Learning what we would fall into
Attraction tells when what want most
Found found heard where I’d gone
Some things had changed
But others stayed the same and you
You had your stories
Some different stories I left behind
I knew then what I know now
I may lose it for a second now and then
I knew then what I know now
I may lose it for a second now and then"
0.591,0.444,211120.0,0.376,1jCfkIVUwdHAne3qnj3LLq,0.0476,0.0,0.0884,-13.597999999999999,1.0,21.0,2018-02-09,0.0687,Expectations,Wild Child,Follow Me,92.01899999999999,4.0,audio_features,spotify:track:1jCfkIVUwdHAne3qnj3LLq,0.0798,"Oh you made me wonder
Opened another door
Where I ain't been in a while
I know I shouldn't boy but
Let's have another pour
That moon makes me thirsty for wine
And I said, ""Would you look at that, I think I love your body""
You read mine like a book
Oh the marks that I made upon your shoulders
Sure gave you a good look
Let's have another go
We'll learn something we didn't know
I'll be your distraction a while
These afternoons move slow
Don't have no place to go
And the company we keep is so kind
And I said, ""Would you look at that, I think I love your body""
You read mine like a book
Oh the marks that I made upon your shoulders
Sure gave you a good look
Maybe we'll take our time
And for the moment you'll be mine
I know you play all the right cards
And when the day is done
I'll try and pack up and be gone
We'll see if I make it past the yard
And I said, ""Would you look at that, I think I love your body""
You read mine like a book
Oh the marks that I made upon your shoulders
Sure gave you a good look
And I said, ""Would you look at that, I think I love your body""
You read mine like a book
Oh the marks that I made upon your shoulders
Sure gave you a good look
Sure gave you a good look
Sure gave you a good look"
0.7909999999999999,0.711,174400.0,0.258,22wcNdDej7sJO0UnaerFN7,0.0008789999999999999,10.0,0.10099999999999999,-8.956,0.0,54.0,2017-03-23,0.0693,World On Fire,Louis The Child,World On Fire,75.007,4.0,audio_features,spotify:track:22wcNdDej7sJO0UnaerFN7,0.423,"I keep watching the world trace
Their circles in their places
Joining the race inside a maze
Look 'round, are you one of them?
Yeah, see how they can all seem
Pointless in worry
Slow down to hurry
The world could be on fire
And we wouldn't know
The temperature is rising
And no one knows
Hide behind the money
That's the way it goes
The world could be on fire
And we wouldn't know
Complaining 'bout the same things
Not watching where we're goin'
Ending up 50
Somehow with nothing
No don't listen to what they say
I admit I know that I have
Don't be the same
Don't be the same
The world could be on fire
And we wouldn't know
The temperature is rising
And no one knows
Hide behind the money
That's the way it goes
The world could be on fire
And we wouldn't know
And so it goes another day here
Passing by
I saw it waving from the window
Could you save me?
Keep takin' time, takin' your time
But there's no time left
Listen for it's almost over
Yeah
The world could be on fire
And we wouldn't know
The temperature is risin'
And no one knows
We'll hide behind the money
That's the way it goes
The world could be on fire
And we wouldn't know"
0.8320000000000001,0.506,373867.0,0.466,1kJYmG59kwtbs2rvkqpzB6,0.648,8.0,0.153,-12.183,1.0,46.0,2016-07-29,0.0372,Looking for Knives,DYAN,Looking for Knives,110.132,4.0,audio_features,spotify:track:1kJYmG59kwtbs2rvkqpzB6,0.0859,"I went looking for blood
And they're giving me bone
And I wanted a map
And I got directions back home
I went looking for knives
And they're giving me balloons
I went looking for knives
And I was looking for you
And I wanted a race
And I got a parade
And they gave me a picture of the mess I'd make
I went looking for knives
And they're giving me balloons
I went looking for knives
And I was looking for you
I was working for dollars
But they're giving me dimes
And I wanted a rush
But they're giving me time
I went looking for knives
And they're giving me balloons
I went looking for knives
And I was looking for you
I went looking for body
And they're giving me thin
I was hoping to sail through
But they're making me swim
I went looking for knives
And they're giving me balloons
I went looking for knives
And I was looking for you
I went looking for waking
And they're giving me dream
And I wanted the night
But they're making me sleep
I went looking for knives
And they're giving me balloons
I went looking for knives
And I was looking for you
I went looking for power
But they're giving me heart
And I wanted an ending
But they're giving me start
I went looking for knives
And they're giving me balloons
I went looking for knives
And I was looking for you"
0.736,0.498,280000.0,0.501,3Dce4qBRrIbSB2kbgq5H9r,0.239,10.0,0.111,-12.513,1.0,23.0,2018-07-13,0.0479,Absence,DYAN,Absence,160.058,4.0,audio_features,spotify:track:3Dce4qBRrIbSB2kbgq5H9r,0.34600000000000003,"Your eyes speak more than
More than your lips
More than your mouth
Bare were your summer
Shoulders and arms
And slender neck
She rose up beautiful before me
And bare she walks the morning anew
It is the wound she gave me
Through my heart, drives her rain
Her face under the sky is full of golden sun
I drew her through the midnight sky on iron leaves
There is no name for you
You fed me wine on a tender voyage
Within your silk, I love to forget
I step around you softly
Drown away your little hatreds
Your pain is just a memory
As your summer fruit decays
My fire for you stays
Your body is a legend
I launched into her as the earth began to die
It is within her, my name is now known
The hand draws slowly back to the poor art of my eye
These are not fingers I have
Put off your air of tragedy
The art of light on your body
Falls apart in the moonlight
Your eyes speak more than
More than you lips
More than your mouth
Bare were your summer
Shoulders and arms
And slender neck"
0.154,0.601,213000.0,0.499,5t8y1PHIZdLcNLws8vg4rf,6e-06,8.0,0.265,-6.795,1.0,41.0,2017-07-21,0.0342,Happy Birthday,Blood Cultures,Phospholipid,94.867,4.0,audio_features,spotify:track:5t8y1PHIZdLcNLws8vg4rf,0.402,"You ask yourself, ""What am I to do?""
Your mother says, ""Don't let him be cruel""
You ask yourself, ""What am I to say?""
Don't give me away
Don't lead me astray
The way you play your games
You ask yourself, ""What am I to do?""
Your mother says, ""Don't let him be cruel""
You ask yourself, ""What am I to say?""
Don't give me away
Don't lead me astray
The way you play your games"
0.6579999999999999,0.6609999999999999,273533.0,0.585,62oCnK99vT8HOgwPsvXuiM,0.8759999999999999,5.0,0.102,-11.255,1.0,59.0,2017-09-15,0.0367,Snow,Angus & Julia Stone,Chateau,129.98,4.0,audio_features,spotify:track:62oCnK99vT8HOgwPsvXuiM,0.606,"I don't mind if you wanna go anywhere
I'll take you there
We can go if you wanna go anywhere
I'll take you there
We can go to the Chateau Marmont
And dance in the hotel room
We can run with the headlights on
Until we got nothing to lose
We hide, lifting from the ground
We go, never coming down
I don't mind if you wanna go anywhere
I'll take you there
Every day the weekend, I'm tryna be your best friend
Trying just to figure it out
Go on and let your gun burst, living on the outskirts
Trying just to figure it out
Talking like a deadbeat, I just wanted you to see
Everything that I could see
Walking in the night sky, I'm always on your side
You are really saving me
We can go to the Chateau Marmont
And dance in the hotel room
We can go to the Chateau Marmont
And dance, we got nothing to lose
I don't mind if you wanna go anywhere
I'll take you there
We can go if you wanna go anywhere
I'll take you there
We hide, lifting from the ground
We go, never coming down
I don't mind if you wanna go anywhere
I'll take you there
I'll take you there
I'll take you there
Throw me a bone
Don't be scared of what you don't already know
Throw me a bone
Don't be scared of what you don't already know
Throw me a bone
Don't be scared of what you don't already know
Throw me a bone
Don't be scared of what you don't already know
Throw me a bone
Don't be scared of what you don't already know
Throw me a bone
Don't be scared of what you don't already know
Throw me a bone
Don't be scared of what you don't already know
Don't go wasting your time
Don't go wasting your time"
0.0169,0.631,186680.0,0.565,1jTx0HJI6hPexjNKAQa8jB,0.0921,11.0,0.5429999999999999,-6.56,0.0,42.0,2018-11-27,0.0661,1996,Wild Child,1996,187.99599999999998,4.0,audio_features,spotify:track:1jTx0HJI6hPexjNKAQa8jB,0.7190000000000001,"So you want to stick around
Say you want to wait and hold me, darlin'
Think I'm loving what I found
Thinking that I might just let you in
All the walls are crumblin' down
I think my eyes are finally open
Not ready to hit the ground
We'll be wastin' time already broken
If I take it back
If I change my mind
I'll learn from what I lose
I can only take what's mine
So you want to stick around
If I let you go, could I start over?
Now it's good to be alone
Maybe I'm afraid I'll get much colder
Sometimes it's more than I can take
I try to hold on 'cause I always run away
Just want to see you at the end of every day
Guess if I lose, I'll love you anyways
If I take it back
If I change my mind
I'll learn from what I lose
I can only take what's mine
So you want to stick around 
Say you want to wait and hold me darlin'
Think I'm loving what I found, 
Thinking that I might just let you in
So you want to stick around 
Say you want to wait and hold me darlin'
Think I'm loving what I found, 
Thinking that I might just let you in..."
0.201,0.7809999999999999,234880.0,0.424,7jyEUpROtvKSVlMwDsuZjp,0.0,2.0,0.145,-8.583,1.0,23.0,2018-02-09,0.0357,Expectations,Wild Child,Think It Over,108.008,4.0,audio_features,spotify:track:7jyEUpROtvKSVlMwDsuZjp,0.19399999999999998,"Ohh ohh ohh, ohh ohh ohh
Ohh ohh ohh
Well, damn, I think it's done
Take it back, turn around
I start all over again
He'll start to pack up
And she'll pretend she's sorry
""Wait babe, can't we be friends?""
She thinks that if she calls
She can always have him crawling back again
But darling, this time
We're not picking up the pieces
That will be the end
I've been waiting for you
You say, ""please come over""
I know I shouldn't so
I'll wait, wait, think it over
He swears, ""darling, it's through""
But looks over his shoulder
Maybe she loves him
So we'll wait, wait, think it over
Think it over
Well, damn, I better run
Take it back, turn around
I start all over again
I'll make a clean break
And when he starts to miss me
Wait, call, ""where have you been?""
I know that if I fall
I can always have them crawling back again
But darling, this time
When she picks up the pieces
That will be the end
I've been waiting for you
You say, ""please come over""
I know I shouldn't so
I'll wait, wait, think it over
He swears, ""darling, it's through""
But looks over his shoulder
Maybe she loves him
So we'll wait, wait, think it over
So the story ends, my dear
Exactly as it starts
You think we can still be friends
After you break my heart
Ohh ohh ohh, ohh ohh ohh
Ohh ohh ohh, ohh ohh ohh
Ohh ohh ohh
I've been waiting for you
You say, ""please come over""
I know I shouldn't so
I'll wait, wait, think it over
He swears, ""darling, it's through""
But looks over his shoulder
Maybe she loves him
So we'll wait, wait, think it over
I've been waiting for you
You say, ""please come over""
I know I shouldn't so
I'll wait, wait, think it over
He swears, ""darling, it's through""
But looks over his shoulder
Maybe she loves him
So we wait, wait, think it over
I've been waiting for you
I've been waiting for you
I've been waiting for you
Maybe she loves him
So we wait, wait, think it over"
0.10400000000000001,0.693,257827.0,0.624,6l6vgauYDMbKOfg5OX5sP2,0.000215,11.0,0.0659,-6.459,0.0,27.0,2018-02-09,0.04,Expectations,Wild Child,Expectations,113.999,3.0,audio_features,spotify:track:6l6vgauYDMbKOfg5OX5sP2,0.526,"We met and it was simple
I had it all and you were the one
That would make it all okay
You made me feel so different
We had each other night after night
All my troubles went away
But of course it's just not the same
We try to hold too tightly, everything's gonna change, oh
Make the rules and it's just a game
I can't stop burning bridges
I'll win you over, make you my own
And then we'll both feel different
You can't possibly give what I want from you
I know I said you were perfect
I made the rules that you didn't know
All of these expectations
You can't possibly give what I want from you
So now I treat you different
I made a list of all that I need
And I left it up to you
I treat you like a stranger
And talk to strangers like they know me
It's your fault for all I do
As if you don't suffer too
I tied up all our shit into something that we can't undo, oh
These are the rules I should follow, too
I can't stop burning bridges
I'll win you over, make you my own
And then we'll both feel different
You can't possibly give what I want from you
I know I said you were perfect
I made the rules that you didn't know
All of these expectations
You can't possibly give what I want from you
Oh, it's all my fault
Never meant to be so unkind
I don't listen when you talk, oh
And what it comes down to is I'm afraid of losing something that shouldn't be mine, oh
I can't stop burning bridges
I'll win you over, make you my own
And then we'll both feel different
You can't possibly give what I want from you
I know I said you were perfect
I made the rules that you didn't know
All of these expectations
You can't possibly give what I want from you
You can't possibly give what I want from you
You can't possibly give what I want from you"
0.555,0.64,234680.0,0.447,5KYmcAfpQxBeyiRyPxtleQ,0.00349,0.0,0.188,-9.651,1.0,12.0,2018-02-09,0.0322,Expectations,Wild Child,Leave It Alone,125.87,4.0,audio_features,spotify:track:5KYmcAfpQxBeyiRyPxtleQ,0.165,"Leave it alone
If you have to force it
It's not worth your time
Leave it alone
You go on your way darling I'll go mine
Leave it alone
You want to change me but you don't know how
Leave it alone
No use pretending we can go back now
Overdue
So tired when I think of you
I guess it's just the cards we drew
There is nothing here
Leave it alone
Nothing to fix
Now you can walk away
Leave it alone
Don't think there's anything that I can say
Leave it alone
You never wanted this thing anyhow
Leave it alone
No one would blame you for just walking out
Overdue
So tired when I think of you
I guess it's just the cards we drew
There is nothing here
Understand
We're betting on an empty hand
There's no one here to reprimand
Just disappear
Leave it alone
If you have to force it
It's not worth your time
Leave it alone
You go on your way darling I'll go mine
Leave it alone
Nothing to fix
Now you can walk away
Leave it alone
Don't think there's anything that I can say
Leave it alone
You never wanted this thing anyhow
Leave it alone
No use pretending we can go back now
Leave it alone
If you have to force it
It's not worth your time
Leave it alone
You go on your way darling I'll go mine"
0.613,0.57,300801.0,0.504,5izGOmD48YmEZzsllvvuce,0.124,4.0,0.111,-7.417000000000001,1.0,0.0,2016-09-29,0.027999999999999997,Video Child,Many Voices Speak,Video Child,119.975,4.0,audio_features,spotify:track:5izGOmD48YmEZzsllvvuce,0.28800000000000003,"Tucked away, under a garden
There's summer's goal
 shooting a gun and
With you, 
I lost sight of your grace
Chasing my fate, chasing my fate
And our fictional moon
I left it too soon
And I'm never gonna go back again
Video Child
And oh, I'm never gonna go back again
Video Child
Heard you got mislead by liars
And you did hide your face
But in my mind, you're still a tiger
And I'm still your friend
We put faith in the sand
Seeking your mend, seeking your mend
In the heat of July
Beginning to feel so alive
And oh, you're never gonna get hurt again
Video Child
And oh, you're never gonna get hurt again
Video Child
And oh, you're never gonna get hurt again
Video Child
And oh, you're never gonna get hurt again
Video Child"
0.139,0.662,196547.0,0.7120000000000001,3GGg9FWBlAjrAvC16kazer,0.183,3.0,0.0403,-7.167999999999999,0.0,57.0,2015-04-10,0.29,Someday Somewhere,Mura Masa,Lovesick,87.84700000000001,4.0,audio_features,spotify:track:3GGg9FWBlAjrAvC16kazer,0.7929999999999999,"I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you and I want you
Come over here
I need you and I want you
I need you"
0.00179,0.5589999999999999,177693.0,0.452,5PaViyJwv0XJbCcrnBNuAt,0.00135,0.0,0.376,-6.5489999999999995,0.0,53.0,2016-10-07,0.0282,Three,Phantogram,Cruel World,80.038,4.0,audio_features,spotify:track:5PaViyJwv0XJbCcrnBNuAt,0.19699999999999998,"I'm putting you out of your misery
Cause darling you're dragging me down
I wish I could say that I'm sorry
But I'm over that, now I'm taking you out
It's a cruel, cruel world
I used to see beauty in people
But now I see muscle and bones
You know I never wanted to hurt you
But I'm sorry, my friend, this is the end
So I'm saying my goodbyes
Goodbye to my good side
It only ever got me hurt
And I finally learned
It's a cruel, cruel world
Erase you from my mind
I’m sorry, but I, I’m cutting all the ties
So I'm saying my goodbyes
Goodbye to my good side
It only ever got me hurt
And I finally learned
It's a cruel, cruel world"
0.127,0.606,292440.0,0.428,0TA4r8kEKQz0one72rIv7f,0.614,7.0,0.131,-8.435,1.0,42.0,2017-11-06,0.0391,Waiting Room,Sjowgren,Waiting Room,145.99200000000002,4.0,audio_features,spotify:track:0TA4r8kEKQz0one72rIv7f,0.292,"When you say
It's all in vain
All we really want is it to be okay with us
I know we're gonna get it right
Cause I believe in everything
But part of the attention that you wanna bring
It's hard to say it in words
By my best I won't write out
I can't bring you in my eyes
I wore it out
You gotta remember to take the high road
Silver linings not so thin you know
Sadness does you no good
No good
The sadness does you no good
No good
When you're heavy lifting in the waiting room
You're waiting around
Pushing all this weight
It's no good
No good
It no good
So then you try to stay away
Saying that we're crazy
And to keep away
But I know that that ain't right
Cause two it takes
The fall that made
All of this occasion can we make it fade
And just forgive where we went
You gotta remember to take the high road
Silver linings not so thin you know
Sadness does you no good
No good
The sadness does you no good
No good
When you're heavy lifting in the waiting room
You're waiting around
Pushing all this weight
It's no good
No good
No good
All this weight is no good
No good
No good"
0.7559999999999999,0.815,221372.0,0.551,59XAeiydEhfKapGu79U2lX,0.0383,0.0,0.17600000000000002,-6.567,0.0,45.0,2016-06-12,0.0538,sotto voce,slenderbodies,sublime,133.392,4.0,audio_features,spotify:track:59XAeiydEhfKapGu79U2lX,0.853,"Chorus~
Ive been here for far too long still got too much to do
I heard these words a thousand times but nothing sticks like you
Ive been here, in the moment
I saw it so clear
Its all in your eyes
I wanna be yours and you wanna be mine
Lets take our time, were living so sublime
Ive been breathing through the night so free
All these thoughts unwind
Riding up my body to my ears
Too many times
Today, ive been alone, for too long too long too long too long yea
Ive known your ways, for too long too long too long too long now
Just slipped away ive been gone for too long too long too long too long now
So heres the place i belong belong its been long too long now
Finally got myself to feel a bit better
Had a bit of spare time to spend how id like
Took a second to appreciate your beauty
Still impressed at how you make me feel so sublime"
0.2,0.45399999999999996,211573.0,0.7829999999999999,5wlBxdMkHKB6dacljNMeLb,0.00307,3.0,0.18100000000000002,-4.224,1.0,2.0,2017-07-14,0.0501,Ultralife,Oh Wonder,Ultralife,95.195,4.0,audio_features,spotify:track:5wlBxdMkHKB6dacljNMeLb,0.488,"Lovesick the beat inside my head
Waves struck a sea of bitterness
Lights out solo in the blue
Before I found you
Days passed slowly, lost and low
You gave me hope and now there's only
Blood running in my veins
I've never been here before
And I got love falling like the rain
I never could've asked for more
I got so much soul inside my bones
Take a look at me now
I'm young, forever in the sun
Ever since you came, I'm living ultralife
I'm living ultralife
I'm living ultralife
Turn down the voice inside my head
Cos heaven only knows why we feel this emptiness
But I will climb out, find another view
Now I've found you
Days passed slowly, lost and low
You gave me hope and now there's only
Blood running in my veins
I've never been here before
And I got love falling like the rain
I never could've asked for more
I got so much soul inside my bones
Take a look at me now
I'm young, forever in the sun
Ever since you came, I'm living ultralife
(Ultralife with me, ultralife with me
Ultralife with me, ultralife with me)
]
Found me on a basement floor 
Back when I had lost it all 
Told me what the fight was for 
And I'm not giving up no more 
You elevate the life in me 
Illuminate the in-between 
Forever gonna feel this free 
And I'm not giving up now
Lovesick the beat inside my head
Waves struck a sea of bitterness
Lights out solo in the blue
But now I've found you
Blood running in my veins
I've never been here before
And I got love falling like the rain
I never could've asked for more
I got so much soul inside my bones
Take a look at me now
I'm young, forever in the sun
Ever since you came, I'm living ultralife
I'm living ultralife
Oh, we're living ultralife
We're living ultralife
I'm living ultralife"
0.249,0.637,224740.0,0.47600000000000003,6Nl5jjykRxa7salssZ0aER,1.07e-06,11.0,0.115,-7.135,0.0,5.0,2015-09-04,0.057999999999999996,Oh Wonder,Oh Wonder,Without You,87.01899999999999,4.0,audio_features,spotify:track:6Nl5jjykRxa7salssZ0aER,0.265,"Step out into the sun
Skies above they radiate me
Lift up, carry the love
Do you know?
That I've been out of my mind
This slow life I'm waiting for you
To swing me all of your light
Do you know?
Since I've been walking solo
Dreaming you were back home
Hi fi getting down low
Hide until tomorrow
Come back into the good life
Lose these hazy love lines
I've been chasing my mind
Lonely in the cold nights
Cause I'm kicking up stones without you
Can't pick up the phone without you
I'm a little bit lost without you
Without you
And I'm digging down holes without you
Can't be on my own without you
I'm a little bit lost without you
Without you
Step out into the dark
Where were you when I was trying
To lift up, carry the love
Do you know?
That I've been closing my eyes
Love me slow, hallucinating
Swinging me all of your light
Do you know?
Since I've been walking solo
Dreaming you were back home
Hi fi getting down low
Hide until tomorrow
Come back into the good life
Lose these hazy love lines
I've been chasing my mind
Lonely in the cold nights
Cause I'm kicking up stones without you
Can't pick up the phone without you
I'm a little bit lost without you
Without you
And I'm digging down holes without you
Can't be on my own without you
I'm a little bit lost without you
Without you
Hold me close when it's over
Life goes slow loving sober
Feel my bones getting older
Sadness grows when you go
'Cause I am one step heavy and two steps high
Holding steady with you by my side
One step heavy and two steps high
Two steps high
Cause I'm kicking up stones without you
Can't pick up the phone without you
I'm a little bit lost without you
And I'm digging down holes without you
Can't be on my own without you
I'm a little bit lost without you
Without you
Without you
Without you
I'm a little bit lost without you
Without you
And I'm digging down holes without you
Can't be on my own without you
I'm a little bit lost without you
Without you"
